COMPLAINT_NUMBER,MEDIA_FILE_TYPE,IPRA_PORTAL_LABEL,IPRA_URL
1067572,AUDIO,OEMC Call 11,https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/267267981&amp;auto_play=false&amp;hide_related=false&amp;show_comments=true&amp;show_user=true&amp;show_reposts=false&amp;visual=true
1067572,AUDIO,OEMC Call 12,https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/267267991&amp;auto_play=false&amp;hide_related=false&amp;show_comments=true&amp;show_user=true&amp;show_reposts=false&amp;visual=true
1067572,AUDIO,OEMC Call 13,https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/267268011&amp;auto_play=false&amp;hide_related=false&amp;show_comments=true&amp;show_user=true&amp;show_reposts=false&amp;visual=true
1067572,AUDIO,OEMC Call 14,https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/267268017&amp;auto_play=false&amp;hide_related=false&amp;show_comments=true&amp;show_user=true&amp;show_reposts=false&amp;visual=true
1067572,AUDIO,OEMC Call 15,https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/267268027&amp;auto_play=false&amp;hide_related=false&amp;show_comments=true&amp;show_user=true&amp;show_reposts=false&amp;visual=true
1067572,AUDIO,OEMC Call 16,https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/267268033&amp;auto_play=false&amp;hide_related=false&amp;show_comments=true&amp;show_user=true&amp;show_reposts=false&amp;visual=true
1067572,DOCUMENT,Arrest Report (Harris),http://2z8fvv370p61pvio021qkw2x.wpengine.netdna-cdn.com/wp-content/uploads/2016/05/Arrest-Report-D.-Harris.pdf
1067572,DOCUMENT,Arrest Report (Hayes),http://2z8fvv370p61pvio021qkw2x.wpengine.netdna-cdn.com/wp-content/uploads/2016/05/Arrest-Report-B.-Hayes.pdf
1067572,DOCUMENT,Original Case Incident Report 1 of 2,http://2z8fvv370p61pvio021qkw2x.wpengine.netdna-cdn.com/wp-content/uploads/2016/05/Original-Case-Incident-Report-3.pdf
1067572,DOCUMENT,Original Case Incident Report 2 of 2,http://2z8fvv370p61pvio021qkw2x.wpengine.netdna-cdn.com/wp-content/uploads/2016/05/Original-Case-Incident-Report-2-1.pdf
1067572,DOCUMENT,Officer's Battery Report (Alaniz),http://2z8fvv370p61pvio021qkw2x.wpengine.netdna-cdn.com/wp-content/uploads/2016/05/OBR-Alaniz.pdf
1067572,DOCUMENT,Officer's Battery Report (Caulfield),http://2z8fvv370p61pvio021qkw2x.wpengine.netdna-cdn.com/wp-content/uploads/2016/05/OBR-Caulfield.pdf
1067572,DOCUMENT,Officer's Battery Report (Mendoza) 1 of 2,http://2z8fvv370p61pvio021qkw2x.wpengine.netdna-cdn.com/wp-content/uploads/2016/05/OBR-Mendoza.pdf
1067572,DOCUMENT,Officer's Battery Report (Mendoza) 2 of 2,http://2z8fvv370p61pvio021qkw2x.wpengine.netdna-cdn.com/wp-content/uploads/2016/05/OBR-Mendoza-2.pdf
1067572,DOCUMENT,Tactical Response Report (Alaniz),http://2z8fvv370p61pvio021qkw2x.wpengine.netdna-cdn.com/wp-content/uploads/2016/05/TRR-Alaniz.pdf
1067572,DOCUMENT,Tactical Response Report (Caulfield),http://2z8fvv370p61pvio021qkw2x.wpengine.netdna-cdn.com/wp-content/uploads/2016/05/TRR-Caulfield.pdf
1067572,DOCUMENT,Tactical Response Report (Mendoza) 1 of 2,http://2z8fvv370p61pvio021qkw2x.wpengine.netdna-cdn.com/wp-content/uploads/2016/05/TRR-Mendoza-2.pdf
1067572,DOCUMENT,Tactical Response Report (Mendoza) 2 of 2,http://2z8fvv370p61pvio021qkw2x.wpengine.netdna-cdn.com/wp-content/uploads/2016/05/TRR-Mendoza.pdf
1068046,VIDEO,Video Clip,https://player.vimeo.com/video/166226172
1068046,VIDEO,Video Clip,https://player.vimeo.com/video/166226170
1068046,AUDIO,Audio Clip,https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/263623166&amp;auto_play=false&amp;hide_related=false&amp;show_comments=true&amp;show_user=true&amp;show_reposts=false&amp;visual=true
1068046,AUDIO,Audio Clip,https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/263623172&amp;auto_play=false&amp;hide_related=false&amp;show_comments=true&amp;show_user=true&amp;show_reposts=false&amp;visual=true
1068046,AUDIO,Audio Clip,https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/263623180&amp;auto_play=false&amp;hide_related=false&amp;show_comments=true&amp;show_user=true&amp;show_reposts=false&amp;visual=true
1068046,AUDIO,Audio Clip,https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/263623184&amp;auto_play=false&amp;hide_related=false&amp;show_comments=true&amp;show_user=true&amp;show_reposts=false&amp;visual=true
1068046,DOCUMENT,Arrest Report (Magsby),http://2z8fvv370p61pvio021qkw2x.wpengine.netdna-cdn.com/wp-content/uploads/2016/05/Log1068046-CHI-R-00000444.pdf
1068046,DOCUMENT,Original Case Incident Report,http://2z8fvv370p61pvio021qkw2x.wpengine.netdna-cdn.com/wp-content/uploads/2016/05/Log1068046-CHI-R-00000455.pdf
1068046,DOCUMENT,Officer's Battery Report (Sabella),http://2z8fvv370p61pvio021qkw2x.wpengine.netdna-cdn.com/wp-content/uploads/2016/05/Log1068046-CHI-R-00000448.pdf
1068046,DOCUMENT,Officer's Battery Report (Jetel),http://2z8fvv370p61pvio021qkw2x.wpengine.netdna-cdn.com/wp-content/uploads/2016/05/Log1068046-CHI-R-00000449.pdf
1068046,DOCUMENT,Officer's Battery Report (Holy),http://2z8fvv370p61pvio021qkw2x.wpengine.netdna-cdn.com/wp-content/uploads/2016/05/Log1068046-CHI-R-00000450.pdf
1068046,DOCUMENT,Tactical Response Report (Jetel),http://2z8fvv370p61pvio021qkw2x.wpengine.netdna-cdn.com/wp-content/uploads/2016/05/Log1068046-CHI-R-00000456.pdf
1068046,DOCUMENT,Tactical Response Report (Sabella),http://2z8fvv370p61pvio021qkw2x.wpengine.netdna-cdn.com/wp-content/uploads/2016/05/Log1068046-CHI-R-00000457.pdf
1068046,DOCUMENT,Tactical Response Report (Holy),http://2z8fvv370p61pvio021qkw2x.wpengine.netdna-cdn.com/wp-content/uploads/2016/05/TRR-Holy.pdf
1068271,VIDEO,WARNING: GRAPHIC CONTENT.,https://player.vimeo.com/video/166228311
1068271,AUDIO,Audio Clip,https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/263623931&amp;auto_play=false&amp;hide_related=false&amp;show_comments=true&amp;show_user=true&amp;show_reposts=false&amp;visual=true
1068271,DOCUMENT,Original Case Incident Report 1 of 2,http://2z8fvv370p61pvio021qkw2x.wpengine.netdna-cdn.com/wp-content/uploads/2016/05/Log1068271-OCIR-1-of-2.pdf
1068271,DOCUMENT,Original Case Incident Report 2 of 2,http://2z8fvv370p61pvio021qkw2x.wpengine.netdna-cdn.com/wp-content/uploads/2016/05/Log1068271-CHI-R-00000473.pdf
1068271,DOCUMENT,Officer's Battery Report (Sanchez),http://2z8fvv370p61pvio021qkw2x.wpengine.netdna-cdn.com/wp-content/uploads/2016/05/Log1068271-CHI-R-00000470.pdf
1068271,DOCUMENT,Tactical Response Report (Sanchez),http://2z8fvv370p61pvio021qkw2x.wpengine.netdna-cdn.com/wp-content/uploads/2016/05/Log1068271-CHI-R-00000474.pdf
1069058,VIDEO,Video Clip,https://player.vimeo.com/video/165218781
1069058,DOCUMENT,Arrest Report (Franklin),http://2z8fvv370p61pvio021qkw2x.wpengine.netdna-cdn.com/wp-content/uploads/2016/05/Log1069058-CHI-R-00000475.pdf
1069058,DOCUMENT,Original Case Incident Report,http://2z8fvv370p61pvio021qkw2x.wpengine.netdna-cdn.com/wp-content/uploads/2016/05/Log1069058-CHI-R-00000476.pdf
1069058,DOCUMENT,Tactical Response Report (Yanez),http://2z8fvv370p61pvio021qkw2x.wpengine.netdna-cdn.com/wp-content/uploads/2016/05/Log1069058-CHI-R-00000477.pdf
1069633,VIDEO,Incident begins at approximately 38 seconds into this video.,https://player.vimeo.com/video/168935861
1069633,VIDEO,Incident begins at approximately 40 seconds into this video.,https://player.vimeo.com/video/168935860
1069651,VIDEO,Video Clip,https://player.vimeo.com/video/165948421
1069651,VIDEO,Video Clip,https://player.vimeo.com/video/165948920
1069651,VIDEO,Video Clip,https://player.vimeo.com/video/165949430
1069651,VIDEO,Video Clip,https://player.vimeo.com/video/165951381
1069651,VIDEO,Video Clip,https://player.vimeo.com/video/165952126
1069651,VIDEO,Video Clip,https://player.vimeo.com/video/165952637
1069651,VIDEO,Video Clip,https://player.vimeo.com/video/165953467
1069651,VIDEO,Video Clip,https://player.vimeo.com/video/165954624
1069651,VIDEO,Video Clip,https://player.vimeo.com/video/165955714
1069651,VIDEO,Video Clip,https://player.vimeo.com/video/165955972
1069651,VIDEO,Video Clip,https://player.vimeo.com/video/165956361
1069651,VIDEO,Video Clip,https://player.vimeo.com/video/165956643
1069651,VIDEO,Video Clip,https://player.vimeo.com/video/166445129
1069651,VIDEO,Video Clip,https://player.vimeo.com/video/166445200
1069651,AUDIO,Audio Clip,https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/266254764&amp;auto_play=false&amp;hide_related=false&amp;show_comments=true&amp;show_user=true&amp;show_reposts=false&amp;visual=true
1069651,AUDIO,Audio Clip,https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/266255377&amp;auto_play=false&amp;hide_related=false&amp;show_comments=true&amp;show_user=true&amp;show_reposts=false&amp;visual=true
1069651,AUDIO,Audio Clip,https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/266254770&amp;auto_play=false&amp;hide_related=false&amp;show_comments=true&amp;show_user=true&amp;show_reposts=false&amp;visual=true
1069651,AUDIO,Audio Clip,https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/266255370&amp;auto_play=false&amp;hide_related=false&amp;show_comments=true&amp;show_user=true&amp;show_reposts=false&amp;visual=true
1069651,AUDIO,Audio Clip,https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/266255479&amp;auto_play=false&amp;hide_related=false&amp;show_comments=true&amp;show_user=true&amp;show_reposts=false&amp;visual=true
1069651,AUDIO,Audio Clip,https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/266254780&amp;auto_play=false&amp;hide_related=false&amp;show_comments=true&amp;show_user=true&amp;show_reposts=false&amp;visual=true
1069651,DOCUMENT,Arrest Report (Shabazz),http://2z8fvv370p61pvio021qkw2x.wpengine.netdna-cdn.com/wp-content/uploads/2016/05/Log1069651-CHI-R-00000502.pdf
1069651,DOCUMENT,Original Case Incident Report,http://2z8fvv370p61pvio021qkw2x.wpengine.netdna-cdn.com/wp-content/uploads/2016/05/Log1069651-OCIR.pdf
1069651,DOCUMENT,Officer's Battery Report (Alonso),http://2z8fvv370p61pvio021qkw2x.wpengine.netdna-cdn.com/wp-content/uploads/2016/05/CHI-R-00000503.pdf
1069651,DOCUMENT,Officer's Battery Report (Bentley),http://2z8fvv370p61pvio021qkw2x.wpengine.netdna-cdn.com/wp-content/uploads/2016/05/Log1069651-CHI-R-00000504.pdf
1069651,DOCUMENT,Officer's Battery Report (Kerr),http://2z8fvv370p61pvio021qkw2x.wpengine.netdna-cdn.com/wp-content/uploads/2016/05/Log1069651-CHI-R-00000505.pdf
1069651,DOCUMENT,Officer's Battery Report (Simmons),http://2z8fvv370p61pvio021qkw2x.wpengine.netdna-cdn.com/wp-content/uploads/2016/05/Log1069651-CHI-R-00000506.pdf
1069651,DOCUMENT,Officer's Battery Report (Wrobel),http://2z8fvv370p61pvio021qkw2x.wpengine.netdna-cdn.com/wp-content/uploads/2016/05/Log1069651-CHI-R-00000507.pdf
1069651,DOCUMENT,Tactical Response Report (Alonso),http://2z8fvv370p61pvio021qkw2x.wpengine.netdna-cdn.com/wp-content/uploads/2016/05/Log1069651-CHI-R-00000509.pdf
1069651,DOCUMENT,Tactical Response Report (Bentley),http://2z8fvv370p61pvio021qkw2x.wpengine.netdna-cdn.com/wp-content/uploads/2016/05/Log1069651-CHI-R-00000510.pdf
1069651,DOCUMENT,Tactical Response Report (Kerr),http://2z8fvv370p61pvio021qkw2x.wpengine.netdna-cdn.com/wp-content/uploads/2016/05/Log1069651-CHI-R-00000511.pdf
1069651,DOCUMENT,Tactical Response Report (Simmons),http://2z8fvv370p61pvio021qkw2x.wpengine.netdna-cdn.com/wp-content/uploads/2016/05/Log1069651-CHI-R-00000512.pdf
1069651,DOCUMENT,Tactical Response Report (Wrobel),http://2z8fvv370p61pvio021qkw2x.wpengine.netdna-cdn.com/wp-content/uploads/2016/05/Log1069651-CHI-R-00000513.pdf
1069721,VIDEO,Incident begins at the start of this video.,https://player.vimeo.com/video/165219144
1069721,VIDEO,Incident begins at the start of this video.,https://player.vimeo.com/video/165219129
1069721,VIDEO,Video Clip,https://player.vimeo.com/video/165219130
1069721,VIDEO,Video Clip,https://player.vimeo.com/video/165219125
1069721,VIDEO,Video Clip,https://player.vimeo.com/video/165219127
1069721,VIDEO,Incident begins approximately 1 minute and 40 seconds into this video.,https://player.vimeo.com/video/167043392
1069721,VIDEO,Video Clip,https://player.vimeo.com/video/167043390
1069721,VIDEO,Incident begins approximately 2 minutes into this video.,https://player.vimeo.com/video/167043393
1069721,VIDEO,Video Clip,https://player.vimeo.com/video/167043391
1069721,VIDEO,Video Clip,https://player.vimeo.com/video/165219256
1069721,VIDEO,Video Clip,https://player.vimeo.com/video/168937551
1069721,VIDEO,Video Clip,https://player.vimeo.com/video/168937550
1069721,AUDIO,Audio Clip,https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/266935531&amp;auto_play=false&amp;hide_related=false&amp;show_comments=true&amp;show_user=true&amp;show_reposts=false&amp;visual=true
1069721,AUDIO,Audio Clip,https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/266935537&amp;auto_play=false&amp;hide_related=false&amp;show_comments=true&amp;show_user=true&amp;show_reposts=false&amp;visual=true
1069721,AUDIO,Audio Clip,https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/266935542&amp;auto_play=false&amp;hide_related=false&amp;show_comments=true&amp;show_user=true&amp;show_reposts=false&amp;visual=true
1069721,AUDIO,Audio Clip,https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/266935544&amp;auto_play=false&amp;hide_related=false&amp;show_comments=true&amp;show_user=true&amp;show_reposts=false&amp;visual=true
1069721,AUDIO,Audio Clip,https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/266935549&amp;auto_play=false&amp;hide_related=false&amp;show_comments=true&amp;show_user=true&amp;show_reposts=false&amp;visual=true
1069721,AUDIO,Audio Clip,https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/266935551&amp;auto_play=false&amp;hide_related=false&amp;show_comments=true&amp;show_user=true&amp;show_reposts=false&amp;visual=true
1069721,AUDIO,Audio Clip,https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/266935554&amp;auto_play=false&amp;hide_related=false&amp;show_comments=true&amp;show_user=true&amp;show_reposts=false&amp;visual=true
1069721,AUDIO,Audio Clip,https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/266935555&amp;auto_play=false&amp;hide_related=false&amp;show_comments=true&amp;show_user=true&amp;show_reposts=false&amp;visual=true
1069721,AUDIO,Audio Clip,https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/266935559&amp;auto_play=false&amp;hide_related=false&amp;show_comments=true&amp;show_user=true&amp;show_reposts=false&amp;visual=true
1069721,AUDIO,Audio Clip,https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/266935562&amp;auto_play=false&amp;hide_related=false&amp;show_comments=true&amp;show_user=true&amp;show_reposts=false&amp;visual=true
1069721,AUDIO,Audio Clip,https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/266935566&amp;auto_play=false&amp;hide_related=false&amp;show_comments=true&amp;show_user=true&amp;show_reposts=false&amp;visual=true
1069721,AUDIO,Audio Clip,https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/266935569&amp;auto_play=false&amp;hide_related=false&amp;show_comments=true&amp;show_user=true&amp;show_reposts=false&amp;visual=true
1069721,AUDIO,Audio Clip,https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/266935571&amp;auto_play=false&amp;hide_related=false&amp;show_comments=true&amp;show_user=true&amp;show_reposts=false&amp;visual=true
1069721,AUDIO,Audio Clip,https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/266935576&amp;auto_play=false&amp;hide_related=false&amp;show_comments=true&amp;show_user=true&amp;show_reposts=false&amp;visual=true
1069721,AUDIO,Audio Clip,https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/266935584&amp;auto_play=false&amp;hide_related=false&amp;show_comments=true&amp;show_user=true&amp;show_reposts=false&amp;visual=true
1069721,AUDIO,Audio Clip,https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/267322785&amp;auto_play=false&amp;hide_related=false&amp;show_comments=true&amp;show_user=true&amp;show_reposts=false&amp;visual=true
1069721,AUDIO,Audio Clip,https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/267322797&amp;auto_play=false&amp;hide_related=false&amp;show_comments=true&amp;show_user=true&amp;show_reposts=false&amp;visual=true
1069721,AUDIO,Audio Clip,https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/267322809&amp;auto_play=false&amp;hide_related=false&amp;show_comments=true&amp;show_user=true&amp;show_reposts=false&amp;visual=true
1069721,AUDIO,Audio Clip,https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/267322822&amp;auto_play=false&amp;hide_related=false&amp;show_comments=true&amp;show_user=true&amp;show_reposts=false&amp;visual=true
1069721,AUDIO,Audio Clip,https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/267322827&amp;auto_play=false&amp;hide_related=false&amp;show_comments=true&amp;show_user=true&amp;show_reposts=false&amp;visual=true
1069721,AUDIO,Audio Clip,https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/267322838&amp;auto_play=false&amp;hide_related=false&amp;show_comments=true&amp;show_user=true&amp;show_reposts=false&amp;visual=true
1069721,AUDIO,Audio Clip,https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/267322848&amp;auto_play=false&amp;hide_related=false&amp;show_comments=true&amp;show_user=true&amp;show_reposts=false&amp;visual=true
1069721,AUDIO,Audio Clip,https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/267322857&amp;auto_play=false&amp;hide_related=false&amp;show_comments=true&amp;show_user=true&amp;show_reposts=false&amp;visual=true
1069721,AUDIO,Audio Clip,https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/267322870&amp;auto_play=false&amp;hide_related=false&amp;show_comments=true&amp;show_user=true&amp;show_reposts=false&amp;visual=true
1069721,AUDIO,Audio Clip,https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/267322872&amp;auto_play=false&amp;hide_related=false&amp;show_comments=true&amp;show_user=true&amp;show_reposts=false&amp;visual=true
1069721,AUDIO,Audio Clip,https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/267322877&amp;auto_play=false&amp;hide_related=false&amp;show_comments=true&amp;show_user=true&amp;show_reposts=false&amp;visual=true
1069721,AUDIO,Audio Clip,https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/267322885&amp;auto_play=false&amp;hide_related=false&amp;show_comments=true&amp;show_user=true&amp;show_reposts=false&amp;visual=true
1069721,AUDIO,Audio Clip,https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/267322891&amp;auto_play=false&amp;hide_related=false&amp;show_comments=true&amp;show_user=true&amp;show_reposts=false&amp;visual=true
1069721,AUDIO,Audio Clip,https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/267322899&amp;auto_play=false&amp;hide_related=false&amp;show_comments=true&amp;show_user=true&amp;show_reposts=false&amp;visual=true
1069721,DOCUMENT,Arrest Report (Cote),http://2z8fvv370p61pvio021qkw2x.wpengine.netdna-cdn.com/wp-content/uploads/2016/05/Log1069721-CHI-R-00000514.pdf
1069721,DOCUMENT,Original Case Incident Report,http://2z8fvv370p61pvio021qkw2x.wpengine.netdna-cdn.com/wp-content/uploads/2016/05/Log1069721-CHI-R-00000520.pdf
1069721,DOCUMENT,Officer's Battery Report (Kolodziejski),http://2z8fvv370p61pvio021qkw2x.wpengine.netdna-cdn.com/wp-content/uploads/2016/05/Log1069721-CHI-R-00000519.pdf
1069721,DOCUMENT,Officer's Battery Report (Navarro),http://2z8fvv370p61pvio021qkw2x.wpengine.netdna-cdn.com/wp-content/uploads/2016/05/Log1069721-CHI-R-00000515.pdf
1069721,DOCUMENT,Officer's Battery Report (Wiselogel),http://2z8fvv370p61pvio021qkw2x.wpengine.netdna-cdn.com/wp-content/uploads/2016/05/Log1069721-CHI-R-00000516.pdf
1069721,DOCUMENT,Officer's Battery Report (Zaidan),http://2z8fvv370p61pvio021qkw2x.wpengine.netdna-cdn.com/wp-content/uploads/2016/05/Log1069721-CHI-R-00000517.pdf
1069721,DOCUMENT,Officer's Battery Report (Zamora),http://2z8fvv370p61pvio021qkw2x.wpengine.netdna-cdn.com/wp-content/uploads/2016/05/Log1069721-CHI-R-00000518.pdf
1069721,DOCUMENT,Tactical Response Report (Luna),http://2z8fvv370p61pvio021qkw2x.wpengine.netdna-cdn.com/wp-content/uploads/2016/05/Log1069721-CHI-R-00000521.pdf
1069721,DOCUMENT,Tactical Response Report (Kolodziejski),http://2z8fvv370p61pvio021qkw2x.wpengine.netdna-cdn.com/wp-content/uploads/2016/05/Log1069721-CHI-R-00000526.pdf
1069721,DOCUMENT,Tactical Response Report (Navarro),http://2z8fvv370p61pvio021qkw2x.wpengine.netdna-cdn.com/wp-content/uploads/2016/05/Log1069721-CHI-R-00000522.pdf
1069721,DOCUMENT,Tactical Response Report (Wiselogel),http://2z8fvv370p61pvio021qkw2x.wpengine.netdna-cdn.com/wp-content/uploads/2016/05/Log1069721-CHI-R-00000523.pdf
1069721,DOCUMENT,Tactical Response Report (Zaidan),http://2z8fvv370p61pvio021qkw2x.wpengine.netdna-cdn.com/wp-content/uploads/2016/05/Log1069721-CHI-R-00000524.pdf
1069721,DOCUMENT,Tactical Response Report (Zamora),http://2z8fvv370p61pvio021qkw2x.wpengine.netdna-cdn.com/wp-content/uploads/2016/05/Log1069721-CHI-R-00000525.pdf
1069981,AUDIO,Audio Clip,https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/263625269&amp;auto_play=false&amp;hide_related=false&amp;show_comments=true&amp;show_user=true&amp;show_reposts=false&amp;visual=true
1069981,AUDIO,Audio Clip,https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/263625274&amp;auto_play=false&amp;hide_related=false&amp;show_comments=true&amp;show_user=true&amp;show_reposts=false&amp;visual=true
1069981,DOCUMENT,Arrest Report (Smith),http://2z8fvv370p61pvio021qkw2x.wpengine.netdna-cdn.com/wp-content/uploads/2016/05/Log1069981-CHI-R-00000542.pdf
1069981,DOCUMENT,Original Case Incident Report,http://2z8fvv370p61pvio021qkw2x.wpengine.netdna-cdn.com/wp-content/uploads/2016/05/Log1069981-CHI-R-00000552.pdf
1069981,DOCUMENT,Officer's Battery Report (Kozlowski),http://2z8fvv370p61pvio021qkw2x.wpengine.netdna-cdn.com/wp-content/uploads/2016/05/Log1069981-CHI-R-00000549.pdf
1069981,DOCUMENT,Tactical Response Report (Burrell),http://2z8fvv370p61pvio021qkw2x.wpengine.netdna-cdn.com/wp-content/uploads/2016/05/Log1069981-CHI-R-00000553.pdf
1069981,DOCUMENT,Tactical Response Report (Chudy),http://2z8fvv370p61pvio021qkw2x.wpengine.netdna-cdn.com/wp-content/uploads/2016/05/Log1069981-CHI-R-00000554.pdf
1069981,DOCUMENT,Tactical Response Report (Kozlowski),http://2z8fvv370p61pvio021qkw2x.wpengine.netdna-cdn.com/wp-content/uploads/2016/05/Log1069981-CHI-R-00000555.pdf
1069981,DOCUMENT,Tactical Response Report (McCann),http://2z8fvv370p61pvio021qkw2x.wpengine.netdna-cdn.com/wp-content/uploads/2016/05/Log1069981-CHI-R-00000556.pdf
1069981,DOCUMENT,Tactical Response Report (Walker),http://2z8fvv370p61pvio021qkw2x.wpengine.netdna-cdn.com/wp-content/uploads/2016/05/Log1069981-CHI-R-00000557.pdf
1070445,VIDEO,Video Clip,https://player.vimeo.com/video/166357375
1070445,VIDEO,Video Clip,https://player.vimeo.com/video/166357380
1070445,AUDIO,Audio Clip,https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/263768938&amp;auto_play=false&amp;hide_related=false&amp;show_comments=true&amp;show_user=true&amp;show_reposts=false&amp;visual=true
1070445,AUDIO,Audio Clip,https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/263768941&amp;auto_play=false&amp;hide_related=false&amp;show_comments=true&amp;show_user=true&amp;show_reposts=false&amp;visual=true
1070445,AUDIO,Audio Clip,https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/263768944&amp;auto_play=false&amp;hide_related=false&amp;show_comments=true&amp;show_user=true&amp;show_reposts=false&amp;visual=true
1070445,AUDIO,Audio Clip,https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/263768948&amp;auto_play=false&amp;hide_related=false&amp;show_comments=true&amp;show_user=true&amp;show_reposts=false&amp;visual=true
1070445,AUDIO,Audio Clip,https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/263768951&amp;auto_play=false&amp;hide_related=false&amp;show_comments=true&amp;show_user=true&amp;show_reposts=false&amp;visual=true
1070445,AUDIO,Audio Clip,https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/263768955&amp;auto_play=false&amp;hide_related=false&amp;show_comments=true&amp;show_user=true&amp;show_reposts=false&amp;visual=true
1070445,AUDIO,Audio Clip,https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/263768960&amp;auto_play=false&amp;hide_related=false&amp;show_comments=true&amp;show_user=true&amp;show_reposts=false&amp;visual=true
1070445,AUDIO,Audio Clip,https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/263768966&amp;auto_play=false&amp;hide_related=false&amp;show_comments=true&amp;show_user=true&amp;show_reposts=false&amp;visual=true
1070445,AUDIO,Audio Clip,https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/263768976&amp;auto_play=false&amp;hide_related=false&amp;show_comments=true&amp;show_user=true&amp;show_reposts=false&amp;visual=true
1070445,AUDIO,Audio Clip,https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/263768982&amp;auto_play=false&amp;hide_related=false&amp;show_comments=true&amp;show_user=true&amp;show_reposts=false&amp;visual=true
1070445,AUDIO,Audio Clip,https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/263768990&amp;auto_play=false&amp;hide_related=false&amp;show_comments=true&amp;show_user=true&amp;show_reposts=false&amp;visual=true
1070445,AUDIO,Audio Clip,https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/263768994&amp;auto_play=false&amp;hide_related=false&amp;show_comments=true&amp;show_user=true&amp;show_reposts=false&amp;visual=true
